iter	Passed	Remaining
464	681	784
465	682	782
466	683	780
467	684	778
468	685	776
469	687	774
470	688	772
471	689	771
472	691	770
473	692	768
474	693	766
475	695	765
476	696	763
477	697	762
478	699	760
479	700	758
480	701	756
481	702	754
482	703	753
483	704	751
484	705	749
485	707	747
486	708	746
487	709	744
488	710	742
489	711	740
490	712	738
491	713	736
492	714	735
493	715	733
494	717	731
495	718	730
496	719	728
497	720	726
498	721	724
499	722	722
500	723	720
501	724	719
502	726	717
503	727	715
504	728	714
505	729	712
506	730	710
507	731	708
508	733	707
509	734	705
510	735	703
511	736	701
512	737	700
513	738	698
514	739	696
515	740	694
516	741	693
517	742	691
518	743	689
519	745	687
520	746	686
521	747	684
522	748	682
523	749	681
524	751	679
525	752	677
526	753	676
527	754	674
528	755	672
529	756	671
530	758	669
531	759	668
532	760	666
533	761	664
534	763	663
535	765	662
536	766	660
537	767	659
538	768	657
539	770	656
540	771	654
541	773	653
542	774	651
543	775	650
544	777	648
545	778	647
546	779	645
547	780	643
548	781	642
549	782	640
550	784	638
551	785	637
552	786	635
553	787	633
554	788	632
555	789	630
556	790	628
557	791	627
558	792	625
559	794	624
560	796	623
561	797	621
562	798	620
563	800	618
564	801	617
565	802	615
566	803	613
567	804	612
568	805	610
569	806	608
570	808	607
571	809	605
572	810	603
573	811	602
574	812	600
575	813	598
576	814	597
577	815	595
578	816	593
579	817	592
580	819	590
581	820	589
582	821	587
583	822	586
584	823	584
585	825	582
586	826	581
587	827	579
588	828	577
589	829	576
590	830	574
591	831	573
592	832	571
593	833	569
594	834	568
595	835	566
596	836	564
597	837	563
598	839	561
599	840	560
600	841	558
601	842	556
602	843	555
603	844	553
604	845	552
605	846	550
606	847	548
607	848	547
608	849	545
609	850	544
610	852	542
611	853	540
612	854	539
613	855	537
614	856	536
615	857	534
616	859	533
617	860	531
618	861	530
619	862	528
620	863	526
621	864	525
622	865	523
623	866	522
624	867	520
625	868	519
626	869	517
627	870	515
628	871	514
629	873	512
630	874	511
631	875	509
632	876	508
633	877	506
634	878	505
635	879	503
636	880	501
637	881	500
638	882	498
639	883	497
640	885	495
641	886	494
642	887	492
643	888	491
644	889	489
645	890	488
646	891	486
647	892	485
648	893	483
649	894	481
650	895	480
651	897	478
652	898	477
653	899	475
654	900	474
655	901	472
656	902	471
657	903	469
658	906	468
659	907	467
660	908	465
661	909	464
662	910	462
663	911	461
664	913	460
665	914	458
666	915	457
667	916	455
668	917	454
669	918	452
670	919	451
671	920	449
672	922	448
673	923	446
674	924	445
675	925	443
676	926	442
677	927	440
678	929	439
679	930	437
680	931	436
681	932	434
682	933	433
683	934	431
684	937	430
685	938	429
686	939	428
687	940	426
688	942	425
689	943	424
690	944	422
691	946	421
692	947	419
693	948	418
694	949	416
695	951	415
696	952	414
697	953	412
698	955	411
699	957	410
700	958	408
701	959	407
702	960	405
703	962	404
704	963	403
705	963	401
706	965	399
707	966	398
708	967	397
709	968	395
710	969	394
711	970	392
712	971	391
713	973	389
714	974	388
715	975	386
716	976	385
717	977	383
718	979	382
719	980	381
720	981	379
721	982	378
722	984	377
723	985	375
724	986	374
725	987	372
726	988	371
727	989	369
728	991	368
729	992	367
730	993	365
731	994	364
732	996	362
733	997	361
734	998	360
735	999	358
736	1001	357
737	1002	355
738	1003	354
739	1005	353
740	1006	351
741	1007	350
742	1008	348
743	1011	347
744	1012	346
745	1013	345
746	1015	343
747	1016	342
748	1017	341
749	1019	339
750	1020	338
751	1021	336
752	1022	335
753	1023	334
754	1025	332
755	1026	331
756	1027	329
757	1028	328
758	1029	326
759	1030	325
760	1031	324
761	1032	322
762	1033	321
763	1035	319
764	1036	318
765	1037	316
766	1038	315
767	1039	314
768	1040	312
769	1041	311
770	1042	309
771	1043	308
772	1045	306
773	1046	305
774	1047	304
775	1048	302
776	1049	301
777	1050	299
778	1052	298
779	1054	297
780	1055	295
781	1056	294
782	1057	293
783	1058	291
784	1060	290
785	1061	288
786	1062	287
787	1063	286
788	1064	284
789	1065	283
790	1066	281
791	1067	280
792	1068	279
793	1070	277
794	1071	276
795	1072	274
796	1074	273
797	1075	272
798	1076	270
799	1078	269
800	1079	268
801	1080	266
802	1081	265
803	1083	264
804	1084	262
805	1085	261
806	1086	259
807	1088	258
808	1089	257
809	1090	255
810	1091	254
811	1092	252
812	1093	251
813	1094	250
814	1095	248
815	1097	247
816	1098	245
817	1098	244
818	1099	243
819	1101	241
820	1102	240
821	1103	238
822	1104	237
823	1105	236
824	1106	234
825	1107	233
826	1108	231
827	1109	230
828	1111	229
829	1112	227
830	1113	226
831	1114	225
832	1115	223
833	1117	222
834	1118	220
835	1119	219
836	1120	218
837	1121	216
838	1122	215
839	1123	214
840	1124	212
841	1126	211
842	1127	209
843	1128	208
844	1129	207
845	1130	205
846	1132	204
847	1133	203
848	1134	201
849	1135	200
850	1137	199
851	1138	197
852	1139	196
853	1140	195
854	1141	193
855	1143	192
856	1144	191
857	1146	189
858	1147	188
859	1148	186
860	1149	185
861	1150	184
862	1152	182
863	1153	181
864	1154	180
865	1155	178
866	1156	177
867	1157	176
868	1158	174
869	1160	173
870	1161	171
871	1162	170
872	1163	169
873	1164	167
874	1165	166
875	1166	165
876	1167	163
877	1168	162
878	1169	161
879	1170	159
880	1172	158
881	1173	156
882	1174	155
883	1175	154
884	1176	152
885	1177	151
886	1178	150
887	1179	148
888	1182	147
889	1183	146
890	1184	144
891	1186	143
892	1187	142
893	1189	140
894	1190	139
895	1191	138
896	1192	136
897	1193	135
898	1194	134
899	1195	132
900	1196	131
901	1198	130
902	1199	128
903	1200	127
904	1201	126
905	1202	124
906	1203	123
907	1204	122
908	1206	120
909	1207	119
910	1208	118
911	1209	116
912	1210	115
913	1211	113
914	1213	112
915	1214	111
916	1215	110
917	1216	108
918	1218	107
919	1220	106
920	1221	104
921	1222	103
922	1223	102
923	1224	100
924	1225	99
925	1227	98
926	1228	96
927	1229	95
928	1230	94
929	1231	92
930	1232	91
931	1233	90
932	1234	88
933	1235	87
934	1236	85
935	1237	84
936	1238	83
937	1240	81
938	1241	80
939	1242	79
940	1243	77
941	1244	76
942	1245	75
943	1246	73
944	1248	72
945	1249	71
946	1250	69
947	1251	68
948	1252	67
949	1253	65
950	1255	64
951	1256	63
952	1257	62
953	1258	60
954	1259	59
955	1260	58
956	1261	56
957	1262	55
958	1263	54
959	1265	52
960	1266	51
961	1267	50
962	1268	48
963	1269	47
964	1270	46
965	1271	44
966	1272	43
967	1274	42
968	1275	40
969	1276	39
970	1277	38
971	1278	36
972	1279	35
973	1280	34
974	1281	32
975	1282	31
976	1284	30
977	1285	28
978	1286	27
979	1287	26
980	1289	24
981	1290	23
982	1291	22
983	1292	21
984	1293	19
985	1294	18
986	1295	17
987	1297	15
988	1298	14
989	1299	13
990	1300	11
991	1301	10
992	1302	9
993	1303	7
994	1304	6
995	1305	5
996	1306	3
997	1307	2
998	1309	1
999	1310	0
